,kialoUrlId,tags
741,are-corporate-mergers-and-acquisitions-not-beneficial-to-society-57036,"['Corporations', 'Companies']"
742,was-trump-a-good-president-3295,"['Trump', 'Politics', 'USA', 'Democrats', 'Republicans', 'America']"
743,should-weed-be-legalized-49943,"['Weed', 'Laws', 'Legal', 'Illigal']"
744,does-society-benefit-from-religious-belief-and-practice-53698,"['Religion', 'Ideology', 'Society']"
745,is-it-ethical-to-design-and-build-weapons-of-war-29969,"['Weapons', 'Engineering', 'Technology', 'Military', 'War', 'Ethics']"
746,what-is-the-safest-position-to-hold-if-we-can't-know-if-procreation-is-moral-53361,"['Antinatalism', 'Procreation', 'Children', 'Pregnancy', 'Birth', 'Natalism']"
747,are-modern-democracies-destined-to-fail-due-to-their-inherent-weaknesses-26330,"['Democracy', 'Government', 'Politics', 'Nations']"
748,should-people-in-positions-of-authority-resign-when-accused-of-sexual-assault-25981,"['Justice', 'Ethics', 'Politics', 'Society', 'Sex']"
749,the-republic-of-ireland-should-maintain-its-status-of-being-a-militarily-neutral-country.-63385,"['Ireland', 'Neutrality', 'Peace', 'War']"
750,is-standardized-testing-an-effective-measure-of-student-learning-in-schools-63967,"['Schools', 'School', 'Test', 'Testing', 'Education']"
751,climate-change-54627,"['Climate-Change', 'Ecology', 'Environment', 'Economy', 'Pollution', 'Fossil_fuel']"
752,bruciare-i-libri-sacri-64154,"['Religione', 'Libertà', 'Espressione', 'Democrazia', 'Ateismo']"
753,would-kamala-harris-be-a-good-replacement-for-biden-61280,"['Politics', 'President', '2024', 'Biden', 'Kamala', 'USA']"
754,should-we-have-a-single-global-language-9197,"['Society', 'Education', 'Economics', 'Language', 'Universal']"
755,la-unión-europea-debería-convertirse-en-los-estados-unidos-de-europa-28084,"['Thistimeimvoting', 'Europa', 'Política']"
756,does-islam-show-miraculous-signs-of-the-divine-reality-49453,"['Islam', 'Religion', 'Philosophy', 'Truth', 'Quran', 'Hadith']"
757,the-age-restriction-on-being-able-to-run-for-president-should-be-lowered.-40667,"['Age', 'Old', 'President', 'Lowered']"
758,is-western-culture-superior-to-other-cultures-35542,"['Culture', 'Europe', 'UnitedStates', 'Politics', 'Philosophy', 'Ethics']"
759,is-stealing-ever-acceptable-14447,"['Justice', 'Ethics', 'Society', 'Poverty', 'Morality', 'Law']"
760,are-ghosts-real-23956,"['Philosophy', 'Science', 'Religion']"
761,should-dogs-be-banned-in-cities-13173,"['Law', 'Animals', 'Society']"
762,should-tv-shows/movies-be-realistic-to-real-life-60023,"['Television', 'TV', 'Shows', 'Film', 'Society', 'Problem']"
763,is-face-to-face-learning-better-than-online-57568,"['School', 'Learning', 'Debate', 'Education']"
764,what-color-is-nothing-55070,['Questionsoflife']
765,should-investors-incorporate-climate-change-in-their-decisions-54833,"['Investments', 'Climate-Change', 'Co2', 'GHG', 'Finance', 'Greenwashing']"
766,are-women-too-anxious-about-the-world-or-is-the-world-too-dangerous-for-women-52092,"['Feminism', 'Women']"
767,should-university-professors-focus-on-helping-failing-students-51729,"['Education', 'Teaching', 'Pedagogy', 'University']"
768,personal-data-monetisation-48867,"['Data', 'Economy', 'Law', 'Privacy', 'Mydata']"
769,who-is-the-ultimate-fighting-hero-from-any-fandom-8857,"['Society', 'Superhero', 'Film', 'Comics', 'TV', 'Entertainment']"
770,can-teaching-textbooks-be-replaced-by-online-resources-15106,"['Education', 'Technology', 'USA']"
771,"should-we-allow-the-state-to-discriminate-based-on-race-(ca-prop-16,-repeal-prop-209-affirmative-action-amendment)-38511","['Racism', 'Discrimination', 'AffirmativeAction', 'Politics', 'California', 'Blacklivesmatter']"
772,welche-möglichkeiten-der-energiewende-haben-wir-57240,"['Energiewende', 'Klimakrise', 'Co2', 'ErneuerbareEnergien', 'FossileEnergien']"
773,what-is-the-relationship-between-god's-sovereignty-and-man's-free-will-44993,"['FreeWill', 'Determinism', 'Calvinism', 'Arminianism', 'Opentheism', 'Molinism']"
774,are-american-suburbs-harmful-59981,"['City', 'Urbanization']"
775,does-the-bible-say-that-abortion-is-wrong-57981,"['Bible', 'Religion', 'Abortion']"
776,should-the-united-states-federal-government-should-substantially-increase-its-military-presence-in-the-arctic-63901,"['Arctic', 'Military', 'USA', 'ForeignPolicy']"
777,should-the-nhs-be-privatised-30281,"['Health', 'UK', 'Privatization']"
778,should-gender-and-sexuality-topics-be-discussed-in-public-schools-63821,"['Sexuality', 'GenderTheory', 'Education', 'Gender']"
779,is-fascism-a-moral-good-43100,"['Philosophy', 'Capitalism', 'Socialism', 'Politics', 'Ethics', 'Government']"
780,what-defines-a-'true'-follower-of-a-religion-39518,"['Religion', 'Ethics', 'Philosophy']"
781,there-should-be-a-5-pound/dollar-fine-every-time-you-drive.-64052,"['Emissions', 'ClimateChange', 'Fossil_fuel', 'Enviroment', 'Money']"
782,sortition-is-better-than-representation-16420,"['Politics', 'Policy', 'Government']"
783,do-statements-exist-that-are-both-true-and-false-51843,"['Philosophy', 'Truth', 'Logic', 'Contradiction']"
784,should-esperanto-be-adopted-internationally-7600,"['Education', 'Society', 'Literature', 'Culture']"
785,should-macron-resign-following-the-nationwide-protests-in-2023-63481,"['France', 'Politics', 'Police', 'Macron']"
786,has-mary-supernaturally-appeared-to-anyone-55801,"['Christianity', 'Catholic', 'Miracle', 'Religion']"
787,what-is-the-best-disney-tv-show-60955,"['Jeesie', 'Bunked', 'Austinandalley', 'Thatssoraven', 'Disney', 'TV']"
788,should-turkey-acknowledge-the-armenian-genocide-33105,"['War', 'Turkey', 'Justice', 'History']"
789,should-we-judge-the-quality-of-artwork-based-on-the-conduct-of-the-artist-5292,"['Art', 'Artists', 'Topical', 'Ethics']"
790,"can-the-earth-be-under-10,000-years-old-10278","['Science', 'Religion', 'Geology', 'Philosophy']"
791,is-alcoholism-a-disease-21101,"['Health', 'Disease', 'Psychology', 'Drugs', 'Society']"
792,should-employers-be-legally-allowed-to-fire-employees-because-of-their-social-media-activity-30074,"['Retail', 'Ethics', 'Walmart', 'Fired', 'Loss', 'Jobs']"
793,popularity-contest-type-voting-for-america-63959,"['Politics', 'Political', 'Voting', 'America', 'AmericanPolitics']"
794,do-all-or-most-white-americans-experience-privilege-4971,"['Politics', 'Ethics', 'USA', 'Race']"
795,is-it-unethical-to-declaw-a-cat-63594,['Cats']
796,should-every-country-be-ethno-nationalist-6116,"['Politics', 'Ethics', 'Culture', 'Identity']"
797,the-us-should-adopt-a-carbon-fee-and-dividend-plan-to-address-the-primary-cause-of-climate-change.-30792,['ClimateChange']
798,should-physical-libraries-be-digitized-24424,"['Literature', 'Internet', 'Technology']"
799,should-the-us-stop-trying-to-force-north-korea-to-abandon-its-nuclear-program-2853,"['NorthKorea', 'USA', 'Politics', 'NuclearWeapons']"
800,would-capitalism-abolish-democracy-18264,"['Economics', 'Philosophy']"
801,was-covid-19-more-dangerous-than-regular-flu-viruses-34602,"['Coronavirus', 'COVID-19', 'Health']"
802,how-should-cascadia's-borders-be-defined-if-it-seceded-62328,"['Cascadia', 'Bioregionalism']"
803,is-discipline-necessary-in-education-45118,['Education']
804,is-it-ethically-preferable-to-save-a-child-over-an-adult-16776,"['Ethics', 'Philosophy', 'Children']"
805,is-spanking-a-child-abusive-6194,"['Parenting', 'Ethics', 'Children']"
806,what-is-the-best-measure-to-decrease-climate-change-31294,"['ClimateChange', 'SocialJustice', 'Future', 'Science', 'Problemsolving', 'Environment']"
807,is-wikipedia-a-reliable-source-of-information-34335,"['Wikipedia', 'Internet', 'Information', 'Knowledge', 'Academia']"
808,are-programs-like-alcoholics-anonymous-the-best-way-to-battle-addiction-30247,"['Drugs', 'Addiction']"
809,should-governments-make-an-effort-to-reduce-the-gender-pay-gap-5904,"['Politics', 'Economics', 'Gender']"
810,how-can-prejudice-against-minority-sexual-orientations-and-gender-identities-be-reduced-51324,"['LGBTQ', 'Education', 'Feminism', 'Philosophy', 'Sociology', 'Society']"
811,is-the-adam-and-eve-story-scientifically-plausible-50879,"['Science', 'Biology', 'Creationism', 'Evolution', 'Religion', 'Bible']"
812,should-the-death-penalty-be-implemented-for-terrorism-30999,"['Death', 'Crimes', 'Punishment', 'Globalization', 'Judgment']"
813,is-skateboarding-a-sport-62155,"['Skateboarding', 'Sports']"
814,the-greek-airforce-is-amongst-the-best-in-the-world-34185,"['Airforce', 'War', 'Pilot']"
815,were-the-tokyo-and-nuremberg-trials-victor's-justice-39534,"['WW2', 'Justice', 'War', 'History']"
816,should-puerto-rico-become-an-american-state-43078,"['Puertorico', 'Politics', 'States', 'USA', 'AmericanPolitics', 'Constitution']"
817,presidential-debates-should-include-writing-prompts.-55649,"['Politics', 'President', 'Debate', 'Voting', 'Democracy', 'Information']"
818,gardens-do-not-need-chemicals.-54183,['Chemicals']
819,should-cyberbullying-be-criminalized-33211,"['Politics', 'Cyberbullying', 'SocialMedia', 'Protection', 'Online', 'Internet']"
820,should-keybase-team-names-be-locked-29494,"['Software', 'Cryptography', 'Online', 'Communication']"
821,should-creators-of-movies-and-tv-shows-cater-to-their-fans-16680,"['Art', 'Fandom', 'Culture']"
822,keeping-secrets-is-unethical-62671,"['Ethics', 'Philosohy']"
823,tourism-to-north-korea-should-be-banned.-2160,"['NorthKorea', 'Tourism', 'USA', 'Ban']"
824,does-the-wagner-insurrection-spell-the-end-for-putin-63435,"['Russia', 'War', 'Politics']"
825,has-new-atheism-been-a-failure-53584,"['Religion', 'Atheism', 'Philosophy', 'Literature']"
826,the-existence-of-santa-claus-51234,['Religion']
827,"warum-gibt-es-leid-auf-der-welt-wenn-es-einen-liebenden,-allmächtigen-gott-gibt-43228","['Gott', 'Godfather', 'Gods', 'Belief', 'Glaube']"
828,kialo-should-separate-voting-into-relevance-and-veracity-of-claim.-20564,"['Meta', 'Superset', 'Esoteric', 'Kialo']"
829,should-birth-control-be-free-63432,"['Contraceptives', 'BirthControl', 'Pills', 'Condoms', 'Babies', 'Abortion']"
830,"should-china,-pakistan,-bangladesh,-nepal,-and-india-become-united-62628","['@Unity', '@Politics']"
831,should-president-biden-forgive-all-u.s-student-debt-63097,"['USA', 'Education', 'Biden', 'Student', 'Debt', 'Society']"
832,are-farmers-paid-enough-for-their-work-59082,"['Farm', 'Farmer', 'Income', 'Agriculture', 'Foodsystems', 'Environment']"
833,should-we-increase-the-number-of-votes-for-people-who-pay-more-taxes-4608,"['Money', 'Equality', 'Elections', 'Politics', 'Taxation', 'Taxes']"
834,menstrual-products-should-be-free-60208,"['Women', 'Body', 'Personal', 'Period', 'Access']"
835,should-we-ban-symbols-of-communist-regimes-4950,"['Society', 'Government']"
836,should-shame-have-a-place-in-a-properly-functioning-society-33113,"['Shame', 'Guilt', 'Society', 'Wellness']"
837,is-globalisation-good-61657,['Globalisation']
838,les-solutions-de-lutte-contre-le-dérèglement-climatique.-63837,"['EnR', 'Climat', 'Écologie', 'Planète', 'Gouvernement', 'Energie']"
839,should-life-skills-be-taught-in-k12-school-7871,"['Education', 'School', 'Children', 'Learning']"
840,is-traveling-worthwhile-30088,"['Tourism', 'Travel', 'World']"
841,how-should-the-us-government-make-better-contributions-towards-science-47646,"['Science', 'America', 'USA', 'Government', 'Regulation']"
842,can-evolutionary-ethics-provide-a-sufficient-explanation-of-our-moral-experience-31760,"['Philosophy', 'Science', 'Morals', 'Evolution']"
843,is-taxation-theft-7734,"['Ethics', 'Money', 'Liberty']"
844,should-scientists-contribute-to-wikipedia-28756,"['Wikipedia', 'Science', 'OpenScience']"
845,should-we-use-calculators-in-every-math-class-17642,"['Math', 'Mathematics', 'Class', 'MathClass']"
846,should-stem-degrees-be-free-13269,"['Science', 'Education', 'Technology']"
847,bitcoin-will-become-global-reserve-currency-9855,"['Bitcoin', 'Technology', 'Money', 'Blockchain', 'Cryptocurrency', 'Crypto']"
848,did-frank-d.-roosevelt-save-capitalism-13322,"['Politics', 'History', 'Economics', 'America', 'Capitalism']"
849,is-the-minimum-wage-good-for-the-economy-overall-3171,"['Economics', 'Society', 'Government', 'Money']"
850,which-anime-is-the-best-58126,['Anime']
851,does-islam-support-slavery-51173,"['Quran', 'Hadith', 'Religion', 'Islam', 'Allah']"
852,should-the-date-of-australia-day-be-changed-8674,"['Australia', 'Equality', 'Politics', 'Culture']"
853,do-electronic-devices-help-or-hurt-children's-development-15819,"['Technology', 'Education', 'EdTech', 'Biology', 'Sociology', 'Development', 'Children', 'Internet']"
854,should-organ-donation-be-mandatory-9980,"['Health', 'Ethics', 'Law', 'HumanRights']"
855,should-judges-be-elected-or-appointed-13672,"['Justice', 'Law', 'USA', 'Government', 'Courts', 'America']"
856,education-for-sustainable-development.-56276,"['Education', 'Sustainability', 'Environment']"
857,should-we-let-ai-(artificial-intelligence)-take-decisions-for-us-(humans)-61525,['AI']
858,are-leggings-pants-6465,"['Clothing', 'Women', 'Fashion']"
859,las-matemáticas-son-divertidas-41323,['Matemáticas']
860,does-islam-need-a-reform-to-be-compatible-with-the-modern-world-7776,"['Religion', 'Islam', 'Faith']"
861,will-inflation-come-under-control-in-2023-63302,"['Inflation', 'Economics', 'Prices', 'Hardship', '2023']"
862,should-we-have-a-global-governance-59609,"['Governance', 'Political', 'DecisionMaking']"
863,should-there-be-a-negative-income-tax-60832,"['Taxation', 'Economics', 'Welfare', 'Government', 'Finance']"
864,ai-manipulating-humans-62564,"['AI', 'Humanity', 'Technology']"
865,should-washington-state's-flag-be-redesigned-to-have-booker-t.-washington's-likeness-instead-of-george-washington-13860,"['Politics', 'Washington', 'USA', 'Government', 'Race']"
866,will-liquid-democracy-be-a-better-mechanism-of-governance-than-representative-democracy-7865,"['Politics', 'Elections', 'Democracy', 'Society', 'Political', 'Law']"
867,sdgs-can't-be-achieved-without-cloud-based-tools-57488,"['SDGs', 'Policy', 'Coherence', 'Cloud-based']"
868,should-emergency-rooms-turn-away-people-who-cannot-pay-16984,"['Medicine', 'Ethics', 'Law', 'Health']"
869,time-for-a-pacific-nato-63520,"['NATO', 'Defense', 'Security', 'Geopolitics', 'Pacific']"
870,readily-available-information-is-promoting-survivorship-bias.-63700,"['Society', 'Startup', 'Ethics', 'Philosophy']"
871,osho-rajneesh-created-a-cult-43778,"['Osho', 'Oshorajneesh', 'Cult', 'Ethics', 'Guru', 'Spirituality']"
872,should-trump-be-allowed-back-on-twitter-60585,"['Politics', 'SocialMedia', 'FreeSpeech', 'Twitter', 'ElonMusk']"
873,is-intentional-childlessness-a-sin-18740,"['Religion', 'Parenting', 'Christianity', 'Children', 'HumanRights']"
874,is-multiculturalism-good-for-societies-16989,"['Society', 'Race', 'Economy', 'Equality']"
875,are-video-learning-courses-a-good-learning-format-33565,"['School', 'Learning', 'Videos', 'Online', 'Education']"
876,"should-whatsapp,-instead-of-other-instant-messaging-apps,-be-used-44282","['Technology', 'Security', 'WhatsApp', 'Communication']"
877,should-inheritance-be-abolished-21064,"['Politics', 'Economics', 'Equality', 'Inheritance']"
878,illegal-immigration-negatively-affects-the-host-nation.-49827,"['Politics', 'Immigration', 'Publicpolicy', 'Economics']"
879,discipline-or-abuse:-when-is-discipline-considered-abuse-55046,['Children']
880,feminism-&-sex-for-fun:-does-hedonistic-sexuality-benefit-feminism-9913,"['Feminism', 'Ethics', 'Sex', 'Health', 'Society']"
881,should-the-internet-be-regulated-13282,"['Internet', 'Governance', 'Law', 'Business', 'Privacy']"
882,"kialo-should-create-a-mobile-app,-additionally-to-already-working-on-mobile-browser-6525","['Kialo', 'Meta', 'Technology']"
883,was-the-music-of-the-past-better-than-it-is-today-31391,"['Industry', 'Culture', 'Talent', 'Generations']"
884,does-god-exist-30511,"['Religion', 'Philosophy']"
885,gender-equality-in-the-home-63593,['Skilledforromance']
886,should-a-land-value-tax-be-introduced-to-replace-other-taxes-8742,"['Economics', 'Taxation', 'Politics', 'Capitalism']"
887,should-there-be-automatic-voter-registration-in-the-us-9716,"['Elections', 'Law', 'Politics', 'Society']"
888,should-straight-actors-play-gay-roles-15876,"['LGBTQ', 'Movies', 'Entertainment', 'Equality']"
889,is-youtube-enforcing-censorship-through-the-demonetization-policy-8122,"['YouTube', 'FreeSpeech', 'Internet', 'Media', 'Censorship']"
890,was-elizabeth-ii-a-good-queen-59520,['Royals']
891,should-religions-receive-public-funding-13283,"['Religion', 'Government', 'Funding', 'Charity', 'Politics', 'Ethics']"
892,is-intelligent-design-the-best-explanation-for-life-45406,"['Science', 'Religion', 'God', 'Evolution', 'Creationism']"
893,evolve-beyond-war-and-militarism-58258,"['Ukraine', 'China', 'Russia', 'War', 'Future']"
894,why-do-people-believe-in-god-31231,"['God', 'Religion', 'Atheism', 'Christianity', 'Rationality', 'Debate']"
895,uk-high-court-rules-government's-rwanda-asylum-plan-is-unlawful:-is-this-the-right-or-wrong-decision-63462,"['UK', 'Immigration', 'AsylumSeekers']"
896,should-islamic-masjids-treat-men-and-women-equally-43808,"['Gender', 'Feminism', 'Religion', 'Muslim', 'Islam']"
897,should-mother-teresa-have-been-canonized-16522,"['Christianity', 'Children', 'Abortion', 'Poverty', 'Religion']"
898,are-all-humans-of-equal-value-31658,"['Morality', 'Equality', 'EqualOpportunity', 'Epistemology', 'Society', 'HumanRights']"
899,should-turkey-be-part-of-the-european-union-24252,"['EU', 'Europe', 'Turkey', 'Politics']"
900,did-the-us-have-to-use-nuclear-weapons-to-achieve-japan's-unconditional-surrender-1108,"['WW2', 'USA', 'Japan', 'NuclearWeapons', 'History']"
901,should-messi-return-to-barcelonia-63229,"['Sport', 'Football', 'Soccer']"
902,"when-a-democracy-gets-invaded-and-there-is-very-little-hope-of-victory,-should-the-government-surrender-57266","['Politics', 'War']"
903,should-nintendo-allow-for-fangames-and-modifications-to-their-systems-30431,"['Gaming', 'Nintnedo', 'Fangames', 'Mods']"
904,pyramids-of-egypt:-unlocking-their-purpose-62436,"['AncientHistory', 'Archaeology', 'Mysteries', 'CriticalThinking', 'Pyramid', 'Egypt']"
905,is-the-book-of-mormon-an-authentic-ancient-scripture-4628,"['History', 'Religion', 'God']"
906,should-blocking-communication-between-users-on-websites-be-admin-only-powers-46962,"['SocialMedia', 'Block', 'User', 'Communication', 'Opinions']"
907,should-cannabis-be-banned-in-athletics-53072,"['Drugs', 'Cannabis', 'Sports', 'Competition']"
908,will-sex-robots-advance-sexual-liberation-5359,"['AI', 'Ethics', 'Technology', 'Women', 'Sex']"
909,should-the-us-states-have-more-or-less-autonomy-58659,"['US', 'UnitedStates', ""States'Rights""]"
910,is-bitcoin's-worth-entirely-speculative-5946,"['Economics', 'Cryptocurrency', 'Finance', 'Fiat', 'Crypto', 'Blockchain']"
911,what-is-the-best-os-33902,"['Chrome', 'Windows', 'Apple', 'Operatingsystem', 'Comupters', 'OS']"
912,should-states-provide-a-clean-needle-program-for-iv-drug-users-14269,"['Ethics', 'Health', 'USA', 'Government', 'Drugs']"
913,is-evolution-by-natural-selection-true-30542,"['Science', 'Evolution', 'Selection']"
914,a-child-doesn't-owe-his-parents-something-for-getting-raised-by-them-30667,"['Family', 'Relationships', 'Responsibility', 'Culture']"
915,public-health-care-systems-should-pay-for-osteopathic-physicians.-41329,"['Medicine', 'AlternativeMedicine', 'Science', 'Religion', 'Osteopathy', 'Healthcare']"
916,should-society-normalise-men-wearing-dresses/skirts-18720,"['LGBTQ', 'Equality', 'Gender', 'Feminism']"
917,impfung-ja-oder-nein-51658,"['Coronavirus', 'Impfung']"
918,inzest-sollte-legalisiert-werden-52701,['Inzest']
919,the-short-name-‘czechia’-should-be-used-in-all-unpolitical-and/or-informal-situations.-57871,"['Czechia', 'Czech', 'Name', 'Country', 'Geography', 'Europe']"
920,has-the-u.s.-just-cemented-its-global-leadership-again-63371,"['AI', 'Geopolitics', 'Politics', 'Capitalism']"
921,the-death-penalty-is-humane-60163,"['DeathPenalty', 'Laws', 'HumanRights', 'Humane', 'Crime']"
922,should-higher-education-be-publicly-funded-7565,"['Education', 'College', 'Politics', 'Taxation']"
923,should-governments-push-to-implement-100%-renewable-energy-3871,"['Economics', 'Politics', 'ClimateChange', 'Technology']"
924,are-battery-electric-vehicles-better-than-hydrogen-fuel-cell-vehicles-2710,"['Cars', 'Environment', 'Technology', 'Society', 'ClimateChange']"
925,the-bible-contains-contradictions-43783,"['Christianity', 'Bible', 'Atheism', 'God']"
926,'push'-advertising-should-be-banned-45046,"['Advertising', 'Plutocratic', 'Waste']"
927,was-the-2003-us-led-invasion-of-iraq-justified-50347,"['War', 'USA']"
928,coffee-break-63151,"['Coffee', 'Culture', 'Health']"
929,should-billionaires-be-banned-16716,"['Economics', 'Politics', 'Ethics', 'Taxation']"
930,did-the-french-revolution-have-predominantly-negative-consequences-21952,"['History', 'Politics', 'Society']"
931,can-the-u.s.-power-grid-handle-the-ev-boom-63497,"['Cars', 'Energy', 'ClimateChange', 'Politics', 'Technology']"
932,we-are-alone-in-the-universe.-32143,"['Universe', 'Aliens', 'Cosmos']"
933,are-humans-primarily-driven-by-self-interest-25215,"['Philosophy', 'Humans']"
934,do-angels-and-demons-exist-32817,"['Spirituality', 'Angel', 'Demon', 'Religion', 'Christianity', 'Spirit']"
935,"""big-pharma""-is-actually-good-for-society-63146","['Healthcare', 'Pharmaceutical', 'Ethics']"
936,is-eating-meat-wrong-14035,"['Ethics', 'Animals', 'AnimalRights', 'Vegan', 'Vegetarian']"
937,should-the-eu-introduce-a-carbon-tax-29370,"['Environment', 'ClimateChange', 'Taxes', 'EU']"
938,should-nuclear-energy-be-the-most-prominent-source-of-energy-48652,"['Energy', 'Ecology', 'Power', 'Nuclear']"
939,should-a-maximum-wage-be-introduced-7473,"['Economics', 'Ethics', 'Policy', 'Work']"
940,should-dictatorships-receive-development-aid-2211,"['Ethics', 'Politics', 'Democracy']"
941,was-barack-obama-a-good-president-31372,"['Politics', 'USA', 'America', 'Obama']"
942,will-progress-win-or-does-history-go-in-circles-42864,"['Political', 'History', 'Philosophy']"
943,are-plants-and-fungi-conscious-17732,"['Evolution', 'Science', 'Life', 'Psychology']"
944,“cambio-climático-vs-sostenibilidad-de-territorios-marino-costeros”-30749,"['Sostenibilidad', 'Cambioclimatico', 'Territorio', 'Mar', 'Costas']"
945,laws-allowing-for-minority-differences-62737,"['Minorities', 'Majority', 'Tyranny', 'Ethics', 'Community', 'Multicultural']"
946,"affirmative-action:-useful-once,-outdated-today-1715","['Equality', 'Education', 'Gender', 'Race', 'School', 'AffirmativeAction']"
947,is-jesus-the-messiah-15593,"['Religion', 'Christianity', 'Judaism', 'Islam']"
948,who-is-the-greatest-rapper-alive-today-30989,"['Music', 'Culture', 'Rap', 'Hiphop']"
949,did-the-exodus-really-happen-14445,"['Christianity', 'Judaism', 'Religion', 'History']"
950,quem-deve-ser-eleito-pelos-brasileiros-em-2022-59912,"['Política', 'Lula', 'Bolsonaro']"
951,is-there-an-afterlife-25244,"['Philosophy', 'Life', 'Religion']"
952,what-is-the-meaning-of-life-57887,['Philosophy']
953,open-source:-the-best-way-to-develop-software-58221,"['Technology', 'SoftwareDevelopment', 'Programming', 'Faith']"
954,multipolar-world-order-58934,"['Politics', 'Geopolitics', 'Peace']"
955,should-there-be-a-upper-age-limit-for-voting-14742,"['Politics', 'Society', 'Elections']"
956,which-harry-potter-character-would-you-bring-back-15349,"['Entertainment', 'Fandom', 'Literature']"
957,small-d*ck-energy:-is-it-body-shaming-or-a-justified-call-out-61115,"['Smalldickenergy', 'Bodyshaming', 'Misogyny', 'Masculinity']"
958,"media-and-cultural-bias-that-people-are-watching-""too-much-tv""-or-that-it-is-a-""waste-of-time""-is-incorrect-&-unhelpful-60131","['TV', 'Film', 'Books', 'Culture', 'Society', 'Norms']"
959,"in-a-committed-relationship,-what-constitutes-infidelity-30015","['Monogamy', 'Relationships', 'Cheating', 'Sex', 'Sexuality']"
960,the-relation-between-the-current-incentive-for-individual-behaviour-and-a-future-proof-society.-58722,"['Financial', 'Incentive', 'Money', 'Individuals', 'Society']"
961,should-the-olympics-be-abolished-60365,"['Olympics', 'Sports', 'International', 'Economy', 'Doping']"
962,bandaid-fixes-to-u.s.-healthcare-63137,"['Healthcare', 'Health', 'Policy', 'Politics', 'US']"
963,"is-america-really-""land-of-the-free""-58904","['Freedom', 'Politics', 'Democracy', 'America', 'Truth']"
964,is-preferential-voting-the-most-effective-system-for-ensuring-fairer-election-outcomes-9754,"['Government', 'Science', 'Democracy', 'Voting', 'Elections']"
965,is-lab-grown-meat-a-suitable-replacement-for-factory-farming-16485,"['Technology', 'Health', 'Vegan', 'Ethics', 'Future']"
966,"in-the-future,-humanity-will-create-a-new-type-of-economy-where-automated-systems-distribute-goods-and-services-30170","['Economy', 'VenusProject', 'Resources', 'RBE', 'Automation', 'Systems']"
967,should-(compulsory)-school-education-focus-on-science-rather-than-humanities-33519,"['Europe', 'Education', 'STEM', 'Humanities']"
968,are-crop-circles-created-by-extraterrestials-19554,"['Science', 'Conspiracy', 'Aliens', 'Society']"
969,should-religious-practices-that-incorporate-self-harm-be-banned-23808,"['Religion', 'Violence', 'Belief', 'Law', 'Culture']"
970,should-men-be-involved-and-trusted-in-childcare-3654,"['Children', 'Parenting', 'Gender']"
971,will-the-covid-19-pandemic-have-a-lasting-impact-on-society-34267,"['Coronavirus', 'Health', 'Economics', 'Society', 'COVID-19']"
972,was-donald-trump-one-of-the-smartest-presidents-in-us-history-35250,"['Trump', 'USA', 'Politics', 'President', 'History', 'America']"
973,el-reconocimiento-es-un-punto-de-partida-fundamental-para-llegar-a-la-concordia-63138,"['Reconocimiento', 'Concordia', 'Reconcordia']"
974,"should-the-met-remove-balthus'-painting,-thérèse-dreaming-7352","['Morality', 'USA', 'Art', 'Culture', 'Sex']"
975,cruel-and-unusual:-should-capital-punishment-hurt-1325,"['USA', 'Law', 'Justice']"
976,does-the-world-need-an-international-environmental-government-with-political-power-to-mitigate-environmental-damage-45042,"['Environment', 'Economics', 'Politics', 'Climate-Change']"
977,nord-stream-pipeline-gas-leak-59820,"['Pipeline', 'Energy', 'Russia', 'Europe', 'EU']"
978,is-information-warfare-more-ethical-than-conventional-warfare-31766,"['War', 'Information', 'Internet', 'Politics', 'Morality', 'Ethics']"
979,глобалізація:-виклики-та-перспективи-63296,['Глобалізація']
980,should-culturally-or-historically-significant-artwork-be-property-of-the-state-2224,"['Art', 'Culture', 'Ethics', 'Government']"
981,is-moral-non-compulsion-evidence-against-naturalistic-evolution-55445,"['Religion', 'Science', 'Origins', 'Evolution', 'Ethics']"
982,doit-on-apprendre-à-désirer-pour-avoir-une-vie-pleinement-satisfaisante-62812,['Philosophie']
983,is-the-ubiquity-of-heterosexuality-chiefly-a-product-of-heteronormativity-23437,"['Gender', 'Sex', 'LGBTQ', 'Relationships', 'Philosophy']"
984,was-christianity-in-the-20th-century-good-for-europe-1137,"['Politics', 'Europe', 'Christianity', 'Religion', 'History']"
985,the-primary-purpose-of-marriage-is-procreating-and-raising-children.-4857,"['Marriage', 'Parenting', 'Children']"
986,should-health-care-be-free-in-the-usa-62206,"['USA', 'Morality', 'Money', 'EqualOpportunity', 'Politics', 'Health']"
987,notebooks-should-be-done-away-with-and-students-should-use-electronic-devices.-61652,"['Books', 'Education', 'Learning', 'Ereader', 'Textbooks']"
988,¿protegen-las-vacunas-a-la-sociedad-8930,"['Vacuna', 'Vacunación', 'Antivacunas', 'Salud', 'Enfermedad', 'Prevención']"
989,is-rahul-gandhi-mature-enough-to-handle-a-position-of-responsibility-like-being-a-prime-minister-18967,"['Gandhi', 'Modi', 'India', 'Politics']"
990,is-the-bbc-an-impartial-organization-62302,"['News', 'Media', 'Bias', 'BBC', 'Speech']"
991,should-students-be-able-to-grade-their-teachers-51170,"['Education', 'School', 'Teachers', 'Student', 'Students']"
992,do-parents-have-an-obligation-to-genetically-enhance-their-babies-1472,"['Science', 'Ethics', 'Parenting', 'Children']"
